period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,1.0,-1.0,0.0,0.010661712663688316,1.5000113672116924
1,0.6515279289966918,-1.2083201150521579,0.010661712663688316,-0.5888921500326199,1.1904538759099546
2,0.4883527669371811,-1.734186076322449,-0.5888921500326199,-1.593958251163293,1.8432048853947274
3,0.19333742368277487,-1.2820329881530572,-1.593958251163293,-1.863891370694861,0.8664700396546257
4,-0.09926360017870106,-0.36327204402228314,-1.863891370694861,-1.3089009239698013,0.10663799090010896
5,-0.03600253811906035,0.3858182781662969,-1.3089009239698013,-0.1912603595957032,0.20063609774806268
6,-0.08404992046396127,0.4912353578738852,-0.1912603595957032,0.3552114689177108,0.1575836234786197
7,0.1535958244849113,0.3134346914789129,0.3552114689177108,0.6594817542943641,0.08197037086675932
8,0.015753268857124983,0.7338007521122516,0.6594817542943641,1.0947656231278207,0.2884271420266001
9,-0.0018480369719134637,0.2802567157061232,1.0947656231278207,0.7754124857903579,0.04947397122256898
10,0.0553597493646503,0.3147787870464174,0.7754124857903579,0.7363315118058562,0.05276027648968151
11,0.4164862585461675,-0.02648690806788781,0.7363315118058562,0.7446372270250766,0.17381848019781376
12,0.12843311507554017,0.1933578185267265,0.7446372270250766,0.6716125985971544,0.0357219476764178
13,0.06810147990713206,-0.30873253360974645,0.6716125985971544,0.0327351666921199,0.09311213751984533
14,0.10195276409545288,0.09959616610771893,0.0327351666921199,0.23265394874866507,0.019350816200278478
15,-0.03153199008491364,0.16135657280965798,0.23265394874866507,0.24065564867262665,0.014018640913321634
16,0.02538584037790788,0.495127229891407,0.24065564867262665,0.666069267475103,0.14131760248792358
17,0.1827538183746582,0.3385387384117351,0.666069267475103,0.8532394416056435,0.09420646424162786
18,0.2541700930752672,-0.4975882006805852,0.8532394416056435,0.11054884748352234,0.2435583768019081
19,0.014117467252483418,-0.6817294225643367,0.11054884748352234,-0.6718441411237882,0.29379068453876483
20,0.18567603198021512,-0.8475785120711945,-0.6718441411237882,-1.0034571414044227,0.40466697410984026
21,-0.22998361925846983,-0.6850243441024652,-1.0034571414044227,-1.4247849224393163,0.30527335104090986
22,-0.10623735167146371,-0.0486043465191458,-1.4247849224393163,-0.7865510511902644,0.05320181358139799
23,-0.0917325064652854,-0.16091789902091214,-0.7865510511902644,-0.6148502686660484,0.024310253726998673
24,-0.08926677693027647,-0.6414778708347546,-0.6148502686660484,-1.0558922490282645,0.23316728969304734
25,-0.27329146375258795,-0.1500613749167691,-1.0558922490282645,-0.9177862741422729,0.08785475831090868
26,-0.056528111689793006,-0.2165588816002048,-0.9177862741422729,-0.6934774809098823,0.031675745483316614
27,0.0744829215239004,-0.2304222932931369,-0.6934774809098823,-0.46838240541583487,0.037161701523136796
28,-0.06281259827559763,-0.28633215346195,-0.46838240541583487,-0.5805033664784827,0.04619558454617164
29,-0.2666410750713454,0.06655497129966337,-0.5805033664784827,-0.47059225264192234,0.07452029031203168
30,-0.1602067465765004,0.31557038661734127,-0.47059225264192234,-0.03841952225321871,0.09413586299269885
31,0.05240194207494739,0.1975696151586148,-0.03841952225321871,0.2534616396314194,0.030782301216500347
32,0.04745498506635734,-0.6476713046848517,0.2534616396314194,-0.5367750206632271,0.2744384329911008
33,-0.2760003345945481,-0.8958349857420789,-0.5367750206632271,-1.4996837055498995,0.570155659079076
34,-0.43564441799645676,-0.7060524244804292,-1.4996837055498995,-1.8868359511724226,0.4540297581178738
35,-0.40002091982491655,-0.007784406598014271,-1.8868359511724226,-1.2630433606870797,0.1989587543850554
36,-0.2558448645220154,-0.310282796442731,-1.2630433606870797,-1.161488574431258,0.11462563904759557
37,-0.029364396122731534,-0.9077560736380104,-1.161488574431258,-1.5150868599053666,0.42537598712202407
38,-0.04296903279243941,-0.8002441187332603,-1.5150868599053666,-1.5674387408592338,0.32231573450664475
39,-0.05662988833585074,-0.6811245209960232,-1.5674387408592338,-1.4765770412973573,0.2359978356486892
40,-0.0596462677486168,0.37781660161089625,-1.4765770412973573,,
